start_dt,match_type,rule,map_type,map,cost,result,medi_rating,num_member,num_ally_raid,num_ally_general,num_ally_support,num_ally_disconnect,num_enemy_raid,num_enemy_general,num_enemy_support,num_enemy_disconnect,ally_team,my_ms,my_category,new_rating,result_rival,score,assist,damage,diversion,defeat_cnt,loss_cnt,chase_assist
2021-08-27T23:41:57.326975,レーティングマッチ,ベーシック,地上,軍港,400,win,A+,6,1,4,1,0,1,4,1,0,team_b,ハイゴッグ,汎用,2603,win,1990,720,73011,0.2046,2,3,39100
2021-08-27T23:54:06.681780,レーティングマッチ,ベーシック,宇宙,廃墟コロニー,700,win,A,5,1,3,1,0,1,3,1,0,team_a,νガンダム,汎用,2498,win,5483,1224,159177,0.162,5,2,27400
2021-08-28T00:14:39.214555,レーティングマッチ,ベーシック,宇宙,暗礁宙域,450,lose,A-,5,1,3,1,0,1,3,1,0,team_b,高機動型ゲルググ（VG）,汎用,2488,win,2855,405,76936,0.2419,5,3,25300
2021-08-28T21:12:44.802781,レーティングマッチ,ベーシック,地上,廃墟都市,350,lose,A+,6,1,4,1,0,2,3,1,0,team_b,アクア・ジム,汎用,2587,lose,1040,315,60676,0.1696,2,4,8700
2021-08-28T21:27:04.234476,レーティングマッチ,ベーシック,地上,墜落跡地,550,win,A+,6,1,4,1,0,1,4,1,0,team_b,アッシマー,汎用,2598,win,2781,330,54392,0.1894,3,4,8400
2021-08-28T21:48:07.205526,レーティングマッチ,ベーシック,地上,廃墟都市,550,win,A+,6,2,3,1,0,1,4,1,0,team_b,フルアーマーガンダム7号機,支援,2606,lose,2056,330,40811,0.124,2,2,4100
2021-08-28T22:09:40.261761,レーティングマッチ,ベーシック,地上,軍港,500,win,A+,6,1,4,1,0,1,4,1,0,team_b,フルアーマーガンダム陸戦タイプ,汎用,2612,lose,2230,750,86782,0.1836,2,4,2600
2021-08-28T22:23:26.062567,レーティングマッチ,ベーシック,地上,無人都市,700,lose,A+,5,0,4,1,0,0,3,2,0,team_b,フルアーマー百式改,支援,2597,lose,1775,1050,85260,0.1457,1,2,15900
2021-08-28T22:35:31.796658,レーティングマッチ,ベーシック,地上,無人都市,700,win,A+,5,0,4,1,0,1,3,1,0,team_a,Ζガンダム［HML］,支援,2605,lose,2645,420,79517,0.2078,3,3,9600
2021-08-28T22:50:14.512440,レーティングマッチ,ベーシック,地上,軍港,500,win,A+,6,1,4,1,0,0,4,1,1,team_b,カプール,汎用,2616,win,3307,600,68913,0.1556,3,3,17000
2021-08-28T23:05:41.469390,レーティングマッチ,ベーシック,地上,軍港,500,lose,A+,6,1,4,1,0,1,4,1,0,team_b,ゾック,支援,2601,lose,1800,750,74774,0.1008,2,3,4300
2021-08-29T02:32:53.851402,レーティングマッチ,ベーシック,地上,軍港,400,lose,A+,5,1,3,1,0,1,3,1,0,team_a,アクア・ジム,汎用,2584,lose,2230,480,75910,0.1783,4,3,18400
2021-08-29T02:45:01.234434,レーティングマッチ,ベーシック,地上,軍港,400,lose,A+,5,1,3,1,0,1,3,1,0,team_a,ズゴックE,強襲,2570,lose,2660,360,58293,0.2344,5,5,6600
2021-08-29T02:55:14.730734,レーティングマッチ,エースマッチ,地上,北極基地,700,win,A,5,0,4,1,0,1,3,1,0,team_a,Ζガンダム［HML］,支援,2583,win,7928,828,93608,0.1248,6,2,13400
2021-08-29T03:07:48.087786,レーティングマッチ,エースマッチ,地上,北極基地,700,win,A+,5,1,3,1,0,0,4,1,0,team_a,Ζガンダム［HML］,支援,2596,win,2817,1242,110766,0.1859,2,2,12600
2021-08-29T03:21:32.417481,レーティングマッチ,エースマッチ,地上,北極基地,700,win,A,5,1,3,1,0,1,3,1,0,team_a,Ζガンダム［HML］,支援,2605,lose,3435,1260,88857,0.1883,3,3,12100
2021-08-29T03:36:04.108875,レーティングマッチ,エースマッチ,地上,北極基地,700,win,A+,5,0,4,1,0,1,3,1,0,team_b,Ζガンダム［HML］,支援,2620,win,8185,1035,84218,0.193,6,2,7800
2021-08-29T03:51:21.399945,レーティングマッチ,エースマッチ,地上,北極基地,700,win,A+,5,1,3,1,0,0,5,0,0,team_b,Ζガンダム［HML］,支援,2637,win,6915,1890,138364,0.1342,5,1,23300
2021-08-29T04:05:25.389679,レーティングマッチ,エースマッチ,地上,廃墟都市,650,lose,A+,5,1,3,1,0,1,3,1,0,team_a,ジ・O,汎用,2623,lose,2465,390,62905,0.2149,3,4,19500
2021-08-29T21:57:28.733699,レーティングマッチ,ベーシック,地上,軍港,450,win,A+,6,1,4,1,0,0,4,2,0,team_a,ハイゴッグ,汎用,2634,win,2070,405,61081,0.2024,2,2,16500
2021-08-29T22:10:31.522105,レーティングマッチ,ベーシック,地上,軍港,500,win,A+,6,0,5,1,0,1,4,1,0,team_a,カプール,汎用,2643,lose,1455,450,59500,0.1937,1,4,19900
2021-08-29T22:22:06.762244,レーティングマッチ,ベーシック,地上,軍港,500,win,A+,6,1,4,1,0,0,5,1,0,team_a,ガ・ゾウム,汎用,2650,lose,1725,150,47532,0.1513,3,3,3900
2021-08-29T22:36:32.120410,レーティングマッチ,エースマッチ,地上,北極基地,600,win,A+,5,1,3,1,0,1,3,1,0,team_b,リ・ガズィ・カスタム,汎用,2661,win,5680,1980,82294,0.318,4,3,4800
2021-08-29T22:52:55.058016,レーティングマッチ,ベーシック,地上,廃墟都市,700,win,A+,5,0,4,1,0,1,4,0,0,team_b,Ζガンダム［HML］,支援,2674,win,5155,840,85607,0.1283,5,2,13500
2021-08-29T23:05:01.802468,レーティングマッチ,ベーシック,地上,廃墟都市,700,lose,A+,5,0,4,1,0,0,4,1,0,team_b,νガンダム,汎用,2659,lose,1565,840,69586,0.1655,1,3,30600
2021-08-29T23:17:28.950747,レーティングマッチ,ベーシック,地上,軍港,500,lose,A+,6,1,4,1,0,1,4,1,0,team_b,アイザック,支援,2644,lose,900,300,28204,0.122,1,3,0
2021-08-29T23:31:53.112369,レーティングマッチ,ベーシック,地上,軍港,500,win,A+,6,1,4,1,0,1,4,1,0,team_a,ゾック,支援,2651,lose,1425,900,69196,0.1877,1,3,9900
2021-08-29T23:46:10.429437,レーティングマッチ,ベーシック,地上,軍港,500,win,A+,6,1,4,1,0,1,4,1,0,team_b,ゾック,支援,2667,win,2850,750,105194,0.1008,4,2,11800
2021-08-30T00:09:08.719935,レーティングマッチ,ベーシック,宇宙,廃墟コロニー,550,win,A,5,2,2,1,0,1,3,1,0,team_a,ガンダム試作4号機,支援,2496,lose,4134,1155,85624,0.1516,3,3,18000
2021-08-30T00:37:47.938297,レーティングマッチ,ベーシック,地上,軍港,450,lose,A+,6,1,4,1,0,1,4,1,0,team_b,ズゴックE,強襲,2650,lose,1455,405,58083,0.163,2,3,2200
2021-08-30T00:49:30.513810,レーティングマッチ,ベーシック,地上,軍港,450,win,A+,6,1,4,1,0,1,4,1,0,team_b,ハイゴッグ,汎用,2662,win,3016,660,97828,0.1374,4,3,30200
2021-08-30T01:05:22.327311,レーティングマッチ,ベーシック,地上,軍港,450,win,A+,6,1,4,1,0,1,4,1,0,team_b,ハイゴッグ,汎用,2679,win,3730,405,83730,0.1717,7,2,29600
2021-08-30T01:20:54.531760,レーティングマッチ,ベーシック,地上,軍港,450,lose,A,6,1,4,1,0,1,3,2,0,team_b,ハイゴッグ,汎用,2672,win,2080,1080,75631,0.1533,2,2,42500
2021-08-30T01:43:47.951102,レーティングマッチ,ベーシック,地上,軍港,450,win,A+,6,1,3,2,0,0,4,1,1,team_a,ハイゴッグ,汎用,2685,win,2675,675,72403,0.1122,4,2,16000
2021-08-30T01:56:12.782291,レーティングマッチ,ベーシック,地上,軍港,450,lose,A+,6,1,4,1,0,2,3,1,0,team_b,ハイゴッグ,汎用,2676,win,2490,540,80899,0.1761,4,2,21600
2021-08-30T02:08:09.783218,レーティングマッチ,ベーシック,地上,軍港,400,lose,A+,5,1,3,1,0,1,3,1,0,team_b,ハイゴッグ,汎用,2658,lose,2616,0,33764,0.1491,4,2,1300
2021-08-30T23:21:36.545605,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,0,4,1,0,1,4,0,0,team_a,νガンダム,汎用,2659,win,4498,840,91601,0.1561,4,2,18100
2021-08-30T23:33:32.783221,レーティングマッチ,ベーシック,地上,北極基地,700,lose,A,5,1,3,1,0,1,3,1,0,team_a,Ζガンダム［HML］,支援,2642,lose,2494,414,68240,0.2445,2,4,14900
2021-08-30T23:44:56.668256,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,0,4,1,0,1,3,1,0,team_a,Ζガンダム［HML］,支援,2654,win,4863,1242,82329,0.1832,4,2,9900
2021-08-30T23:56:39.745673,レーティングマッチ,ベーシック,地上,北極基地,700,lose,A+,5,0,4,1,0,0,5,0,0,team_b,νガンダム,汎用,2641,lose,3950,1050,122138,0.1383,4,3,17400
2021-08-31T00:23:15.379660,レーティングマッチ,エースマッチ,地上,廃墟都市,550,win,A+,6,2,3,1,0,1,4,1,0,team_a,フルアーマーガンダム7号機,支援,2656,win,10045,2145,82013,0.1075,8,2,19200
2021-08-31T00:36:28.121212,レーティングマッチ,エースマッチ,地上,廃墟都市,550,lose,A+,6,1,4,1,0,1,4,1,0,team_a,メタス［重装備仕様］,汎用,2642,lose,825,825,77875,0.1284,0,3,2400
2021-08-31T00:47:35.531873,レーティングマッチ,エースマッチ,地上,廃墟都市,550,win,S-,6,1,4,1,0,1,4,1,0,team_a,ドライセン,汎用,2647,lose,3815,990,58307,0.2038,3,4,3500
2021-08-31T01:00:42.668738,レーティングマッチ,ベーシック,地上,軍港,450,lose,A+,6,1,4,1,0,1,4,1,0,team_b,ハイゴッグ,汎用,2634,lose,1873,405,52298,0.18,2,4,22600
2021-08-31T01:13:18.311967,レーティングマッチ,ベーシック,地上,軍港,450,win,A,6,1,4,1,0,1,4,1,0,team_a,ハイゴッグ,汎用,2640,lose,1005,405,50235,0.1869,1,3,8300
2021-08-31T01:25:13.283523,レーティングマッチ,エースマッチ,地上,廃墟都市,550,win,A+,6,1,4,1,0,1,4,1,0,team_b,フルアーマーガンダム7号機,支援,2653,win,2380,1155,68694,0.1432,2,3,4900
2021-08-31T01:42:47.854124,レーティングマッチ,エースマッチ,地上,廃墟都市,550,lose,A+,6,1,4,1,0,1,4,1,0,team_a,フルアーマーガンダム7号機,支援,2638,lose,2005,330,64760,0.115,1,2,4200
2021-08-31T01:54:31.189321,レーティングマッチ,エースマッチ,地上,廃墟都市,550,win,A+,6,1,4,1,0,1,4,1,0,team_a,ドライセン,汎用,2649,win,8640,165,83068,0.2426,7,4,5700
2021-08-31T02:12:08.079713,レーティングマッチ,ベーシック,地上,廃墟都市,700,win,A+,5,0,4,1,0,0,4,1,0,team_b,Ζガンダム［HML］,支援,2663,win,2717,1242,90189,0.1291,2,2,14400
2021-08-31T22:41:45.162624,レーティングマッチ,ベーシック,地上,北極基地,400,lose,A+,6,1,4,1,0,1,4,1,0,team_b,ジム・ドミナンス,汎用,2655,win,2400,600,75413,0.2363,4,4,23700
2021-08-31T22:55:27.620568,レーティングマッチ,エースマッチ,地上,墜落跡地,700,lose,A+,5,0,4,1,0,0,4,1,0,team_a,Ζガンダム［HML］,支援,2644,win,3340,1890,106243,0.182,2,2,25200
2021-08-31T23:08:25.212786,レーティングマッチ,エースマッチ,地上,墜落跡地,700,win,A+,5,1,3,1,0,0,4,1,0,team_a,νガンダム,汎用,2652,lose,2625,1050,65314,0.1829,2,3,14000
2021-08-31T23:22:03.177388,レーティングマッチ,エースマッチ,地上,墜落跡地,700,win,A+,5,1,3,1,0,0,4,1,0,team_b,νガンダム,汎用,2658,lose,3090,840,91485,0.1642,3,4,7400
2021-08-31T23:51:53.114270,レーティングマッチ,ベーシック,地上,軍港,350,win,A+,6,1,4,1,0,1,4,1,0,team_a,アクア・ジム,汎用,2675,win,2775,525,77220,0.1707,6,2,19900
2021-09-01T00:07:04.559009,レーティングマッチ,ベーシック,地上,軍港,450,lose,A+,6,1,4,1,0,0,4,2,0,team_a,ハイゴッグ,汎用,2656,lose,455,405,37314,0.1627,0,3,9800
2021-09-01T00:20:35.398294,レーティングマッチ,ベーシック,地上,軍港,450,win,A+,6,1,3,2,0,1,4,1,0,team_a,ハイゴッグ,汎用,2665,lose,1220,270,48337,0.2336,2,3,2400
2021-09-01T00:31:55.450346,レーティングマッチ,ベーシック,地上,墜落跡地,650,lose,A+,6,1,3,2,0,1,4,1,0,team_a,トーリス・リッター,汎用,2651,lose,2330,780,65158,0.1501,2,3,3800
2021-09-01T00:44:53.946720,レーティングマッチ,ベーシック,地上,北極基地,650,win,A+,6,1,4,1,0,1,4,0,1,team_a,Ζガンダム［HML］,支援,2665,win,4040,780,85986,0.1154,4,2,16200
2021-09-01T00:57:26.730810,レーティングマッチ,ベーシック,宇宙,廃墟コロニー,550,win,A,5,1,3,1,0,1,3,1,0,team_b,ガンダム試作4号機,支援,2503,lose,3210,660,73512,0.1049,4,2,14800
2021-09-01T01:10:54.767387,レーティングマッチ,ベーシック,地上,軍港,450,lose,A+,6,0,4,1,1,1,4,1,0,team_b,ハイゴッグ,汎用,2652,lose,1396,396,50431,0.1951,2,3,10500
2021-09-01T01:24:02.078282,レーティングマッチ,ベーシック,地上,軍港,450,win,A+,6,1,4,1,0,1,3,2,0,team_a,ゾック,支援,2669,win,2830,540,91887,0.1286,4,2,10400
2021-09-01T01:35:33.054871,レーティングマッチ,ベーシック,地上,軍港,450,win,A+,6,1,4,1,0,1,4,1,0,team_a,ズゴックE,強襲,2683,win,2320,270,51193,0.1883,4,3,14600
2021-09-01T02:02:41.461359,レーティングマッチ,エースマッチ,地上,北極基地,500,win,S-,5,1,3,1,0,1,3,1,0,team_b,高機動型ゲルググ（VG）,汎用,2696,win,3125,450,58724,0.2487,5,3,3400
2021-09-01T02:14:36.832737,レーティングマッチ,エースマッチ,地上,北極基地,500,lose,S-,5,0,5,0,0,1,4,0,0,team_b,ガンダム4号機,汎用,2685,win,3150,1050,63917,0.2067,2,3,10800
2021-09-01T02:27:53.133020,レーティングマッチ,エースマッチ,地上,北極基地,500,lose,A,5,1,3,1,0,0,4,1,0,team_a,ジム・ナイトシーカー（V）,強襲,2671,lose,2700,600,60934,0.1936,4,3,11500
2021-09-01T02:41:12.727767,レーティングマッチ,ベーシック,地上,軍港,400,lose,A+,5,1,3,1,0,1,3,1,0,team_b,ジュアッグ,支援,2656,lose,1520,120,41002,0.1874,3,3,0
2021-09-01T02:54:57.711103,レーティングマッチ,エースマッチ,地上,北極基地,500,win,A+,5,1,3,1,0,1,3,1,0,team_a,マドロック,支援,2669,win,3825,1200,100690,0.1785,3,1,0
2021-09-01T22:16:08.671014,レーティングマッチ,ベーシック,宇宙,廃墟コロニー,500,lose,A+,6,1,4,1,0,1,4,1,0,team_b,ビショップ,支援,2493,win,2700,1050,75389,0.1431,3,3,4400
2021-09-01T22:28:50.524583,レーティングマッチ,ベーシック,宇宙,月軌道デブリ帯,500,win,A+,6,1,4,1,0,1,4,1,0,team_b,ビショップ,支援,2508,win,2700,600,77381,0.0995,4,2,14200
2021-09-01T22:59:34.488329,レーティングマッチ,ベーシック,地上,北極基地,700,lose,A+,5,0,4,1,0,0,4,1,0,team_a,Ζガンダム［HML］,支援,2654,lose,2274,828,74819,0.2224,1,3,6000
2021-09-01T23:11:38.911464,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,1,3,1,0,1,2,2,0,team_a,Ζガンダム［HML］,支援,2666,win,1963,1242,95197,0.152,0,3,30500
2021-09-01T23:22:04.501730,レーティングマッチ,ベーシック,地上,北極基地,700,lose,S-,5,0,4,1,0,0,4,1,0,team_b,Ζガンダム［HML］,支援,2651,lose,4635,414,74257,0.1655,5,3,8000
2021-09-01T23:33:39.938840,レーティングマッチ,ベーシック,地上,北極基地,700,lose,A,5,1,3,1,0,0,4,1,0,team_b,Ζガンダム［HML］,支援,2633,lose,2805,630,98606,0.1351,3,2,12100
2021-09-01T23:45:16.045018,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,0,4,1,0,0,4,1,0,team_b,νガンダム,汎用,2641,lose,4959,1242,91386,0.1904,3,2,12500
2021-09-02T00:00:23.391057,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,0,4,1,0,1,3,1,0,team_a,Ζガンダム［HML］,支援,2652,win,4604,1020,100020,0.1101,4,2,18900
2021-09-02T00:11:22.092586,レーティングマッチ,ベーシック,地上,軍港,350,win,A+,6,1,4,1,0,1,4,1,0,team_a,アクア・ジム,汎用,2665,win,1170,420,60411,0.1499,2,2,22600
2021-09-02T00:22:44.271482,レーティングマッチ,ベーシック,地上,軍港,350,win,A,6,1,4,1,0,1,4,1,0,team_a,アクア・ジム,汎用,2670,lose,810,210,27472,0.1166,1,1,1700
2021-09-02T00:35:18.671500,レーティングマッチ,ベーシック,地上,軍港,350,lose,A,6,1,4,1,0,1,4,1,0,team_b,アクア・ジム,汎用,2659,win,1855,630,75589,0.1441,3,3,16300
2021-09-02T00:47:42.237517,レーティングマッチ,ベーシック,宇宙,宇宙要塞内部,450,lose,A,5,1,3,1,0,1,3,1,0,team_b,ビショップ,支援,2489,lose,270,270,38742,0.1206,0,4,800
2021-09-02T01:02:23.674142,レーティングマッチ,ベーシック,地上,熱帯砂漠,550,lose,A,6,1,4,1,0,1,4,1,0,team_a,ドライセン,汎用,2650,win,3021,1296,115124,0.1948,3,3,29000
2021-09-02T01:19:29.045298,レーティングマッチ,ベーシック,地上,軍港,350,lose,A+,6,1,4,1,0,1,4,1,0,team_b,ジュアッグ,支援,2639,win,1335,210,42163,0.2133,3,3,4200
2021-09-02T01:33:14.068309,レーティングマッチ,ベーシック,地上,墜落跡地,550,win,S-,6,1,4,1,0,1,4,1,0,team_a,ガンダム試作2号機［MLRS］,支援,2653,win,2385,660,91811,0.1715,3,2,12300
2021-09-02T01:48:54.366340,レーティングマッチ,ベーシック,地上,熱帯砂漠,550,win,A+,6,1,4,1,0,1,4,1,0,team_a,ガンダム試作2号機［MLRS］,支援,2667,win,2435,660,65948,0.1505,3,2,7700
2021-09-02T02:14:33.081940,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,0,3,1,1,0,4,1,0,team_a,Ζガンダム［HML］,支援,2662,win,3885,1035,92495,0.1444,4,2,4600
2021-09-02T02:31:51.687725,レーティングマッチ,ベーシック,地上,北極基地,700,lose,A+,5,0,4,1,0,1,3,1,0,team_b,νガンダム,汎用,2652,win,3960,414,97761,0.2093,4,3,11500
2021-09-03T00:35:00.111634,レーティングマッチ,ベーシック,地上,北極基地,550,lose,A,6,1,4,1,0,1,5,0,0,team_a,バウ,強襲,2636,lose,2056,330,65172,0.2373,2,4,23800
2021-09-03T00:48:16.100431,レーティングマッチ,ベーシック,地上,廃墟都市,550,win,A+,6,1,4,1,0,1,4,1,0,team_a,零式,汎用,2650,win,2815,990,83785,0.1786,3,3,14700
2021-09-03T00:58:21.573314,レーティングマッチ,ベーシック,地上,密林地帯,550,win,A+,6,1,5,0,0,1,4,1,0,team_a,零式,汎用,2662,win,3845,990,78803,0.1381,4,2,4400
2021-09-03T01:11:07.444241,レーティングマッチ,ベーシック,地上,廃墟都市,550,win,A+,6,1,4,1,0,1,4,1,0,team_b,フルアーマーガンダム7号機,支援,2676,win,3370,495,78225,0.0932,5,2,6300
2021-09-03T01:40:46.971345,レーティングマッチ,ベーシック,地上,廃墟都市,350,lose,A+,6,1,4,1,0,1,4,1,0,team_b,アクア・ジム,汎用,2667,win,1380,630,52268,0.1739,2,4,12300
2021-09-03T01:54:55.390260,レーティングマッチ,ベーシック,地上,廃墟都市,350,win,A,6,1,4,1,0,1,4,1,0,team_a,ジム・SC［ML装備］,支援,2675,lose,2795,420,57556,0.168,6,2,4000
2021-09-03T02:08:01.739721,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,0,4,1,0,0,4,1,0,team_b,Ζガンダム［HML］,支援,2687,win,5024,828,113528,0.1954,5,2,6900
2021-09-03T02:23:29.251460,レーティングマッチ,ベーシック,地上,無人都市,700,win,S-,5,0,4,1,0,1,3,1,0,team_b,νガンダム,汎用,2704,win,5710,1260,112680,0.226,6,2,37300
2021-09-03T02:46:29.394609,レーティングマッチ,ベーシック,地上,北極基地,700,win,A+,5,1,3,1,0,0,4,1,0,team_b,νガンダム,汎用,2719,win,5750,1470,110123,0.1426,4,1,10400
2021-09-04T00:12:19.061740,レーティングマッチ,ベーシック,宇宙,廃墟コロニー,650,win,A,5,1,3,1,0,1,3,1,0,team_a,フルアーマー百式改,支援,2493,lose,1125,390,37193,0.1613,0,3,5300
2021-09-04T00:43:26.112068,レーティングマッチ,ベーシック,地上,北極基地,550,lose,A+,5,1,3,1,0,1,3,1,0,team_b,零式,汎用,2705,lose,3945,495,92223,0.1419,6,3,16000
2021-09-04T00:58:09.468050,レーティングマッチ,ベーシック,地上,北極基地,550,lose,A+,5,1,3,1,0,1,3,1,0,team_a,零式,汎用,2691,lose,2550,825,78882,0.2085,3,4,10700
2021-09-04T01:09:50.558492,レーティングマッチ,ベーシック,地上,北極基地,550,win,A+,5,2,3,0,0,1,3,1,0,team_a,零式,汎用,2702,win,4550,1155,86223,0.1699,4,2,14400
2021-09-04T01:21:15.780030,レーティングマッチ,ベーシック,地上,北極基地,550,draw,S-,5,1,4,0,0,1,4,0,0,team_b,零式,汎用,2702,win,2912,660,80515,0.1729,3,3,22900
2021-09-04T01:44:49.345632,レーティングマッチ,ベーシック,地上,北極基地,550,win,A+,5,1,3,1,0,1,3,1,0,team_a,零式,汎用,2728,win,2715,990,82981,0.2346,3,3,13900
2021-09-04T01:56:49.799165,レーティングマッチ,ベーシック,地上,北極基地,550,win,A+,5,1,3,1,0,1,3,1,0,team_b,フルアーマーガンダム7号機,支援,2742,win,3842,990,82662,,4,2,14300
2021-09-04T02:08:44.037371,レーティングマッチ,ベーシック,地上,廃墟都市,500,lose,A+,5,1,4,0,0,1,3,1,0,team_b,ジム・ナイトシーカー（V）,強襲,2732,win,3000,150,81227,0.1701,5,3,22400
2021-09-04T02:23:37.387040,レーティングマッチ,ベーシック,地上,廃墟都市,500,draw,A+,5,1,3,1,0,1,4,0,0,team_a,ペイルライダー（VG）,汎用,2731,lose,3304,600,77012,0.2371,4,3,20800
2021-09-04T02:39:08.180346,レーティングマッチ,ベーシック,地上,廃墟都市,500,win,A+,5,1,3,1,0,1,3,1,0,team_a,ジム・ナイトシーカー（V）,強襲,2744,win,3125,450,87353,0.1746,5,1,11900
2021-09-04T02:49:49.393456,レーティングマッチ,ベーシック,地上,廃墟都市,500,lose,A+,5,1,3,1,0,1,3,1,0,team_b,ガズエル,強襲,2725,lose,1550,300,47094,0.1549,2,4,11400
2021-09-04T03:01:04.265740,レーティングマッチ,ベーシック,地上,廃墟都市,500,lose,A+,5,1,3,1,0,1,3,1,0,team_b,ジム・ナイトシーカー（V）,強襲,2706,lose,1575,450,42009,0.1509,2,3,8300
2021-09-04T03:20:37.414802,レーティングマッチ,ベーシック,地上,廃墟都市,500,lose,S-,5,1,3,1,0,1,3,1,0,team_a,ペイルライダー（VG）,汎用,2687,lose,1354,150,34181,0.1563,1,3,7400
2021-09-04T03:34:20.687812,レーティングマッチ,ベーシック,地上,廃墟都市,500,win,A+,5,1,3,1,0,1,3,1,0,team_b,ジム・ナイトシーカー（V）,強襲,2695,lose,2629,600,78989,0.1772,3,3,27200
2021-09-04T03:45:22.636706,レーティングマッチ,ベーシック,地上,廃墟都市,500,win,A+,5,1,3,1,0,1,3,1,0,team_b,ジム・ナイトシーカー（V）,強襲,2707,win,1825,600,59017,0.2346,2,2,27800
2021-09-04T03:45:22.636706,レーティングマッチ,ベーシック,地上,廃墟都市,500,win,A+,5,1,3,1,0,1,3,1,0,team_b,ジム・ナイトシーカー（V）,強襲,2707,win,1825,600,59017,0.2346,2,2,27800
